1933	4	Hal Kemp with Skinnay Ennis 	Shuffle Off to Buffalo
1933	5	Don Bestor & His Orchestra with Dudley Mecum 	42nd Street
1933	6	Leo Reisman with Harold Arlen 	Stormy Weather (Keeps Rainin' All the Time)
1933	7	Paul Whiteman�s Orchestra with Jack Fulton 	Lover
1933	8	Joe Green�s Novelty Orchestra 	In the Valley of the Moon
1933	9	Ethel Waters 	Stormy Weather (Keeps Rainin' All the Time)
1933	10	Bing Crosby with Jimmy Grier�s Orchestra 	Shadow Waltz
1933	11	Glen Gray with Kenny Sargent 	Under a Blanket of Blue
1933	12	Ted Lewis 	Lazy Bones
1933	13	Duke Ellington 	Sophisticated Lady
1933	14	Don Redman with Harlan Lattimore 	Lazy Bones
1933	15	Ray Noble with Al Bowlly 	Love Is the Sweetest Thing
1933	16	Don Bestor & His Orchestra with Florence Case, Frank Sherryl, & Charles Yontz 	Who�s Afraid of the Big Bad Wolf?
1933	17	George Olsen with Joe Morrison 	The Last Round-Up
1933	18	Leo Reisman 	By a Waterfall
1933	19	Guy Lombardo with Carmen Lombardo 	The Last Round-Up
1933	20	Glen Gray with Kenny Sargent 	It�s the Talk of the Town
1933	21	Paul Whiteman�s Orchestra with Bob Lawrence 	If I Love Again
1933	22	Henry King with Joe Study 	Good Night Little Girl of My Dreams
1933	23	Eddy Duchin with Lew Sherwood 	Did You Ever See a Dream Walking?
1933	24	Paul Whiteman�s Orchestra with Bob Lawrence 	Smoke Gets in Your Eyes
1934	1	Ray Noble with Al Bowlly 	The Old Spinning Wheel
1934	2	Eddy Duchin with Lew Sherwood 	Let�s Fall in Love
1934	3	Bing Crosby 	Temptation (Tim-Tay-Shun)
1934	4	Ted Fio Rito with Muzzy Mercellino 	My Little Grass Shack in Kealakekua, Hawaii
1934	5	Paul Whiteman�s Orchestra with Bob Lawrence 	Wagon Wheels
1934	6	Enric Madriguera with Patricia Gillmore 	The Carioca
1934	7	Bing Crosby with Jimmy Grier�s Orchestra 	Little Dutch Mill
1934	8	Ben Pollack with Doris Robbins 	The Beat of My Heart
1934	9	Duke Ellington 	Cocktails for Two
1934	10	Emil Coleman with Jerry Cooper 	Little Man, You�ve Hada  Busy Day
1934	11	Bing Crosby with Nat Finston�s Orchestra 	Love Thy Neighbor
1934	12	Ted Fio Rito with Muzzy Mercellino 	I�ll String Along with You
1934	13	Rudy Vallee 	Lost in a Fog
1934	14	Benny Goodman 	Moonglow
1934	15	Ray Noble with Al Bowlly 	The Very Thought of You
1934	16	Jan Garber with Fritz Heilbron 	All I Do Is Dream of You
1934	17	The Dorsey Brothers Orchestra with Bob Crosby 	What a Diff�rence a Day Makes
1934	18	Jan Garber with Fritz Heilbron 	All I Do Is Dream of You
1934	19	Leo Reisman with George Bueler 	With My Eyes Wide Open, �Dreaming
1934	20	Bing Crosby with Irving Aaronson�s Orchestra 	Love in Bloom
1934	21	Grace Moore 	One Night of Love
1934	22	Freddy Martin with Elmer Feldkamp 	I Saw Stars
1934	23	Johnny Green with George Bouler 	Two Cigarettes in the Dark
1934	24	Ben Selvin with Howard Phillips 	I Only Have Eyes for You
1934	25	Leo Reisman 	The Continental (You Kiss While We're Dancing)
1934	26	Guy Lombardo with Carmen Lombardo 	Stars Fell on Alabama
1934	27	Jimmie Grier with Harry Foster 	Stay As Sweet As You Are
1934	28	Bing Crosby with George Stoll�s Orchestra 	June in January
1934	29	Jimmie Grier with Pinky Tomlin 	The Object of My Affection
1934	30	George Hall with Sonny Schuyler 	Santa Claus Is Coming to Town
1935	1	Ray Noble with Al Bowlly 	Isle of Capri
1935	2	Glen Gray with Kenny Sargent 	Blue Moon
1935	3	The Boswell Sisters 	The Object of My Affection
1935	4	Paul Whiteman�s Orchestra with Ramona Davies 	I Get a Kick Out of You
1935	5	Eddy Duchin with Lew Sherwood 	Lovely to Look At
1935	6	Henry Busse 	Lookie Lookie Lookie, Here Comes Cookie
1935	7	Eddy Duchin with Lew Sherwood 	I Won�t Dance
1935	8	Bing Crosby with George Stoll�s Orchestra 	It�s Easy to Remember
1935	9	The Dorsey Brothers with Bob Crosby 	Lullaby of Broadway
1935	10	Bing Crosby with George Stoll�s Orchestra 	Soon
1935	11	Glen Gray with Kenny Sargent 	When I Grow Too Old to Dream
1935	12	Guy Lombardo with Carmen Lombardo 	What�s the Reason I'm Not Pleasing You?
1935	13	Ozzie Nelson 	About a Quartet to Nine
1935	14	Ruth Etting 	Life Is a Song
1935	15	Bob Crosby with Frank Tennille 	In a Little Gypsy Tea Room
1935	16	The Dorsey Brothers with Bob Eberly 	Chasing Shadows
1935	17	Victor Young with Hal Burke & the Tune Twisters 	She�s a Latin from Manhattan
1935	18	Ray Noble & the Freshmen 	Let�s Swing It
1935	19	Hal Hemp with Skinnay Ennis 	In the Middle of a Kiss
1935	20	Jimmie Lunceford with Willie Smith 	Rhythm Is Our Business
1935	21	Fred Astaire & Ginger Rogers with Leo Reisman�s Orchestra 	Cheek to Cheek
1935	22	Ray Noble & Al Bowlly 	Paris in the Spring
1935	23	Ozzie Nelson 	And Then Some
1935	24	Tom Coakley with Carl Ravazza 	East of the Sun and West of the Moon
1935	25	Eddy Duchin with Lew Sherwood 	You�re All I Need
1935	26	Little Jack Little 	I�m in the Mood for Love
1935	27	Fats Waller 	Truckin�
1935	28	Eddy Duchin with Lew Sherwood 	You Are My Lucky Star
1935	29	Guy Lombardo with Carmen Lombardo 	Red Sails in the Sunset
1935	30	Bing Crosby with Victor Young�s Orchestra 	Red Sails in the Sunset
1935	31	Tommy Dorsey with Edyth Wright 	On Treasure Island
1935	32	Fats Waller 	A Little Bit Independent
1936	1	Tommy Dorsey with Edythe Wright 	The Music Goes �Round and �Round
1936	2	Riley-Farley Orchestra with Mike Reilly 	The Music Goes �Round and �Round
1936	3	Eddy Duchin with Lew Sherwood 	Moon Over Miami
1936	4	Tommy Dorsey with Cliff Weston 	Alone
1936	5	Jan Garber with Lew Palmer 	A Beautiful Lady in Blue
1936	6	Eddy Duchin with Lew Sherwood 	Lights Out (Close Your Eyes and Dream of Me)
1936	7	Benny Goodman with Helen Ward 	Goody Goody
1936	8	Fred Astaire with Johnny Greer�s Orchestra 	I�m Putting All My Eggs in One Basket
1936	9	Benny Goodman with Helen Ward 	It�s Been So Long
1936	10	Guy Lombardo with Carmen Lombardo 	Lost
1936	11	Jan Gaber with Leo Bennett 	A Melody from the Sky
1936	12	Tommy Dorsey with Edythe Wright 	You
1936	13	Benny Goodman with Helen Ward 	The Glory of Love
1936	14	Jimmy Dorsey with Bob Eberly 	Is It True What They Say About Dixie
1936	15	Fats Waller 	All My Life
1936	16	Hal Kemp 	There�s a Small Hotel
1936	17	Benny Goodman with Helen Ward 	These Foolish Things Remind Me of You
1936	18	Eddy Duchin with Jerry Cooper 	Take My Heart
1936	19	Fats Waller 	It�s a Sin to Tell a Lie
1936	20	Shep Fields with Charles Chester 	Did I Remember?
1936	21	Hal Kemp with Skinnay Ennis 	When I�m with You
1936	22	Andy Kirk with Pha Terrell 	Until the Real Thing Comes Along
1936	23	Fred Astaire with Johnny Greer�s Orchestra 	A Fine Romance (A Sarcastic Love Song)
1936	24	Fred Astaire with Johnny Greer�s Orchestra 	The Way You Look Tonight
1936	25	Guy Lombardo with Carmen Lombardo 	When Did You Leave Heaven?
1936	26	Benny Goodman with Helen Ward 	You Turned the Tables on Me
1936	27	Bing Crosby with George Stoll�s Orchestra 	Pennies from Heaven
1936	28	Eddy Duchin with Jimmy Newell 	I�ll Sing You a Thousand Love Songs
1936	29	Shep Fields 	In the Chapel in the Moonlight
1937	1	Eddy Duchin with Jerry Cooper 	It�s De-Lovely
1937	2	Benny Goodman with Ella Fitzgerald 	Goodnight My Love
1937	3	Hal Hemp with Skinnay Ennis 	This Year�s Kisses
1937	4	Henry Busse with Bob Hannon 	With Plenty of Money and You (Oh! Baby What I Couldn't Do)
1937	5	Benny Goodman with Margaret McRae 	This Year�s Kisses
1937	6	Guy Lombardo 	When My Dream Boat Comes Home
1937	7	Shep Fields with Bob Goday 	Moonlight and Shadows
1937	8	Tommy Dorsey with Jack Leonard 	Marie
1937	9	Guy Lombardo 	Boo Hoo
1937	10	Bing Crosby with Lani McIntyre & His Hawaiians 	Sweet Leilani
1937	11	Bing Crosby with Jimmy Dorsey�s Orchestra 	Too Marvelous for Words
1937	12	Fred Astaire with Johnny Greer�s Orchestra 	They Can�t Take That Away from Me
1937	13	Guy Lombardo with Carmen Lombardo 	September in the Rain
1937	14	Billie Holiday with Teddy Wilson�s Orchestra 	Carelessly
1937	15	Guy Lombardo with Lebert Lombardo 	It Looks Like Rain in Cherry Blossom Lane
1937	16	Russ Morgan with Jimmie Lewis 	The Merry-Go-Round Broke Down
1937	17	Shep Fields with Bob Goday 	The Merry-Go-Round Broke Down
1937	18	Hal Kemp with Bob Allen 	Where or When
1937	19	Horace Heidt with Larry Cotton 	Gone with the Wind
1937	20	Fats Waller 	Smarty (You Know It All)
1937	21	Guy Lombardo with Carmen Lombardo 	A Sailboat in the Moonlight
1937	22	Tommy Dorsey 	Satan Takes a Holiday
1937	23	Guy Lombardo with Carmen Lombardo 	So Rare
1937	24	Bob Crosby with Kay Weber 	Whispers in the Dark
1937	25	Tommy Dorsey with Edythe Wright 	The Big Apple
1937	26	Bing Crosby with John Scott Trotter�s Orchestra 	The Moon Got in My Eyes
1937	27	Shep Fields with Bob Goday 	That Old Feeling
1937	28	Teddy Wilson 	You Can�t Stop Me from Dreaming
1937	29	Bing Crosby with John Scott Trotter�s Orchestra 	Remember Me?
1937	30	Rudy Vallee 	Vieni, Vieni
1937	31	Tommy Dorsey 	Once in a While
1937	32	Tommy Dorsey with Edythe Wright 	The Dipsy Doodle
1937	33	Bing Crosby with Connee Boswell & John Scott Trotter�s Orchestra 	Bob White (Whatcha Gonna Swing Tonight?)
1938	1	Sammy Kaye with Tommy Ryan 	Rosalie
1938	2	Fred Astaire with Ray Noble 	Nice Work if You Can Get It
1938	3	The Andrews Sisters 	Bei Mir Bist Du Sch�en (Means That You�re Grand)
1938	4	Dolly Dawn & Her Dawn Patrol 	You�re a Sweetheart
1938	5	Shep Fields with Bob Goday 	Thanks for the Memory
1938	6	Russ Morgan with Bernice Parks 	I Double Dare You
1938	7	Horace Heidt with Lysbeth Hughes & Larry Cotton 	Ti-Pi-Tin
1938	8	Benny Goodman 	Don�t Be That Way
1938	9	Duke Ellington 	I Let a Song Go Out of My Heart
1938	10	Red Norvo with Mildred Bailey 	Please Be Kind
1938	11	Sammy Kaye with Tommy Ryan 	Love Walked In
1938	12	Larry Clinton with Bea Wain 	Cry Baby Cry
1938	13	Shep Fields with Jerry Stewart 	Cathedral in the Pines
1938	14	Benny Goodman with Martha Tilton 	I Let a Song Go Out of My Heart
1938	15	Red Norvo with Mildred Bailey 	Says My Heart
1938	16	Ella Fitzgerald with Chick Webb & His Orchestra 	A-Tisket, A-Tasket
1938	17	Tommy Dorsey with Edythe Wright 	Music Maestro Please!
1938	18	Russ Morgan 	I�ve Got a Pocketful of Dreams
1938	19	Fred Astaire with Ray Noble�s Orchestra 	Change Partners
1938	20	Bing Crosby with Connee Boswell & John Scott Trotter�s Orchestra 	Alexander�s Ragtime Band
1938	21	Larry Clinton with Bea Wain 	My Reverie
1938	22	Bing Crosby with John Scott Trotter�s Orchestra 	I�ve Got a Pocketful of Dreams
1938	23	Jimmy Dorsey with Bob Eberly 	Change Partners
1938	24	Larry Clinton with Bea Wain 	Heart and Soul
1938	25	Artie Shaw 	Begin the Beguine
1938	26	Fats Waller 	Two Sleepy People
1938	27	Bing Crosby with Bob Crosby�s Orchestra 	You Must Have Been a Beautiful Baby
1938	28	Andy Kirk with Pha Terrell 	I Won�t Tell a Soul I Love You
1939	1	Artie Shaw with Helen Forrest 	They Say
1939	2	Al Donahue with Paula Kelly 	Jeepers Creepers
1939	3	Artie Shaw with Helen Forrest 	Thanks for Everything
1939	4	Kay Kyser with Ginny Simms & Harry Babbitt 	The Umbrella Man
1939	5	Larry Clinton with Bea Wain 	Deep Purple
1939	6	Guy Lombardo 	Penny Serenade
1939	7	Glen Gray with Clyde Burke 	Heaven Can Wait
1939	8	Tommy Dorsey with Jack Leonard 	Our Love
1939	9	Benny Goodman with Martha Tilton 	And the Angels Sing
1939	10	Kay Kyser with Harry Babbitt, Ginny Simms, Sully Mason, & Ish Kabibble 	Three Little Fishies (Itty Bitty Poo)
1939	11	Will Glahe 	Beer Barrel Polka (Roll Out the Barrel)
1939	12	Glenn Miller with Ray Eberle 	Wishing Will Make It So
1939	13	Glenn Miller with Ray Eberle 	Stairway to the Stars
1939	14	Glen Gray 	Sunrise Serenade
1939	15	Glenn Miller with Ray Eberle 	Moon Love
1939	16	Glenn Miller with Ray Eberle 	Over the Rainbow
1939	17	Judy Garland 	Over the Rainbow
1939	18	Glenn Miller with Marion Hutton 	The Man with the Mandolin
1939	19	Glenn Miller with Ray Eberle 	Blue Orchids
1939	20	Bob Crosby with Helen Ward 	Day in, Day Out
1939	21	Shep Fields with Hal Derwin 	South of the Border (Down Mexico Way)
1939	22	The Ink Spots 	Address Unknown
1939	23	Frankie Masters 	Scatter-Brain
1940	1	Shep Fields 	South of the Border (Down Mexico Way)
1940	2	Tommy Dorsey with Jack Leonard 	All the Things You Are
1940	3	Glenn Miller with Ray Eberle 	Careless
1940	4	Glenn Miller 	In the Mood
1940	5	Tommy Dorsey with Jack Leonard 	Indian Summer
1940	6	Benny Goodman with Mildred Bailey 	Darn That Dream
1940	7	Cliff Edwards with the Ken Darby Singers & Victor Young�s Orchestra 	When You Wish Upon a Star
1940	8	Dick Jurgens with Eddy Howard 	In an Old Dutch Garden
1940	9	Glenn Miller 	Tuxedo Junction
1940	10	Glenn Miller with Marion Hutton 	The Woodpecker Song
1940	11	Glenn Miller 	Imagination
1940	12	Mitchell Ayres with Mary Ann Mercer 	Make-Believe Island
1940	13	Glenn Miller with Ray Eberle 	Fools Rush in Where Angels Fear to Tread
1940	14	Tommy Dorsey with Frank Sinatra & the Pied Pipers 	I�ll Never Smile Again
1940	15	Bing Crosby with John Scott Trotter�s Orchestra 	Sierra Sue
1940	16	Charlie Barnet with Mary Ann McCall 	Where Was I?
1940	17	Jimmy Dorsey with Bob Eberly 	The Breeze and I
1940	18	The Ink Spots 	Maybe
1940	19	Bob Chester�s Orchestra with Al Stuart 	Practice Makes Perfect
1940	20	Bing Crosby with John Scott Trotter�s Orchestra 	Only Forever
1940	21	Glenn Miller 	Blueberry Hill
1940	22	The Andrews Sisters 	Ferry Boat Serenade (La Piccinina)
1940	23	Bing Crosby with Dick McIntyre�s Orchestra 	Trade Winds
1940	24	The Ink Spots 	We Three (My Echo, My Shadow, and Me)
1940	25	Vaughn Monroe 	There I Go
1940	26	Artie Shaw 	Frenesi
1941	1	Charlie Barnet�s Orchestra with Bob Carroll 	I Hear a Rhapsody
1941	2	Glenn Miller 	Song of the Volga Boatmen
1941	3	Jimmy Dorsey with Bob Eberly & Helen O�Connell 	Amapola (Pretty Little Poppy)
1941	4	Al Donahue with Dee Keating 	A Wise Old Owl
1941	5	Jimmy Dorsey with Bob Eberle 	My Sister and I
1941	6	Jimmy Dorsey with Bob Eberly 	Maria Elena
1941	7	Guy Lombardo 	Intermezzo (Souvenir De Vienne)
1941	8	Sammy Kaye 	Daddy
1941	9	Freddy Martin with Eddie Stone 	The Hut-Sut Song (A Swedish Serenade)
1941	10	Jimmy Dorsey with Bob Eberly & Helen O�Connell 	Green Eyes (Aquellos Ojos Verdes)
1941	11	Glenn Miller 	You and I
1941	12	Jimmy Dorsey with Bob Eberly 	Blue Champagne
1941	13	Freddy Martin 	Piano Concerto in B Flat
1941	14	Horace Heidt with Larry Cotton, Donna Wood, & Don Juans 	I Don't Want to Set the World on Fire
1941	15	Tony Martin 	Tonight We Love (Concerto No. 1, B Flat Minor)
1941	16	Glenn Miller with Tex Beneke & the Four Modernaires 	Chattanooga Choo Choo
1941	17	Glenn Miller with Ray Eberle & the Modernaires 	Elmer�s Tune
1942	1	Kay Kyser 	There'll Be Bluebirds Over the White Cliffs of Dover
1942	2	Glenn Miller 	A String of Pearls
1942	3	Woody Herman 	Blues in the Night (My Mama Done Tol� Me)
1942	4	Glenn Miller with Ray Eberle & the Modernaires 	Moonlight Cocktail
1942	5	Horace Heidt 	Deep in the Heart of Texas
1942	6	Harry James 	I Don't Want to Walk without You
1942	7	Benny Goodman with Peggy Lee 	Somebody Else Is Taking My Place
1942	8	Jimmy Dorsey with Bob Eberly & Helen O�Connell 	Tangerine
1942	9	Glenn Miller with Marion Hutton 	Don�t Sit Under the Apple Tree with Anyone Else But Me
1942	10	Harry James 	Sleepy Lagoon
1942	11	Harry James with Jimmy Saunders 	One Dozen Roses
1942	12	Kay Kyser with Harry Babbitt & Julie Conway 	Jingle Jangle Jingle
1942	13	Kay Kyser with Harry Babbitt 	He Wears a Pair of Silver Wings
1942	14	Glenn Miller with Tex Beneke, Marion Hutton, & the Modernaires 	I�ve Got a Gal in Kalamazoo
1942	15	Vaughn Monroe 	My Devotion
1942	16	Bing Crosby with the Ken Darby Singers and John Scott Trotter�s Orchestra 	White Christmas
1943	1	Tommy Dorsey with Frank Sinatra & the Pied Pipers 	There Are Such Things
1943	2	Bing Crosby 	Moonlight Becomes You
1943	3	Harry James with Helen Forrest 	I Had the Craziest Dream
1943	4	Harry James with Helen Forrest 	I�ve Heard That Song Before
1943	5	Xavier Cugat 	Brazil (Aquarela Do Brasil)
1943	6	The Ink Spots 	Don�t Get Around Much Anymore
1943	7	Glenn Miller with Skip Nelson & the Modernaires 	That Old Black Magic
1943	8	Dooley Wilson 	As Time Goes By
1943	9	Benny Goodman with Helen Forrest 	Taking a Chance on Love
1943	10	Vaughn Monroe with the Four Lee Sisters 	Let�s Get Lost
1943	11	The Song Spinners 	Comin� in on a Wing and a Prayer
1943	12	Dick Haymes & the Song Spinners 	You�ll Never Know
1943	13	Tommy Dorsey with Frank Sinatra 	In the Blue of the Evening
1943	14	Bing Crosby with the Ken Darby Singers 	Sunday, Monday or Always
1943	15	Harry James with Frank Sinatra 	All or Nothing at All
1943	16	Al Dexter & His Troopers 	Pistol Packin� Mama
1943	17	Bing Crosby with Trudy Erwin & Sportsmen Glee Club 	People Will Say We�re in Love
1943	18	The Mills Brothers 	Paper Doll
1943	19	Glen Gray with Eugenie Baird 	My Heart Tells Me (Should I Believe My Heart?)
1944	1	THe Andrews Sisters with Vico Schoen�s Orchestra 	Shoo-Shoo Baby
1944	2	Glen Gray with Eugenie Baird 	My Heart Tells Me (Should I Believe My Heart?)
1944	3	Jimmy Dorsey with Bob Eberly & Kitty Kallen 	Besame Mucho (Kiss Me Much)
1944	4	The Merry Macs 	Mairzy Doats
1944	5	Frank Sinatra with the Bobby Tucker Singers 	I Couldn�t Sleep a Wink Last Night
1944	6	Guy Lombardo with Skip Nelson & the Lombardo Trio 	It�s Love, Love, Love
1944	7	Bing Crosby with John Scott Trotter�s Orchestra 	I Love You
1944	8	Bing Crosby with John Scott Trotter�s Orchestra 	San Fernando Valley
1944	9	Dick Haymes with Helen Forrest with Camarata�s Orchestra 	Long Ago and Far Away
1944	10	Harry James with Dick Haymes 	I�ll Get by As Long As I Have You
1944	11	Bing Crosby with John Scott Trotter�s Orchestra 	I�ll Be Seeing You
1944	12	Bing Crosby with John Scott Trotter�s Orchestra 	Amor
1944	13	Bing Crosby with the Williams Brothers� Quartet & John Scott Trotter�s Orchestra 	Swinging on a Star
1944	14	Louis Jordan 	G.I. Jive
1944	15	Dinah Shore 	I�ll Walk Alone
1944	16	The Mills Brothers with Doris Fisher & Allan Roberts 	You Always Hurt the One You Love
1944	17	Bing Crosby & the Andrews Sisters with Vic Schoen�s Orchestra 	There�ll Be a Hot Time in the Town of Berlin When the Yanks Go Marching In
1944	18	Russ Morgan with Al Jennings 	Dance with a Dolly with a Hole in Her Stocking
1944	19	Judy Garland with Georgie Stoll�s Orchestra 	The Trolley Song
1944	20	The Ink Spots with Ella Fitzgerald, Allan Roberts, & Doris Fisher 	Into Each Life Some Rain Must Fall
1944	21	The Ink Spots with Ella Fitzgerald 	I�m Making Believe
1944	22	Bing Crosby & the Andrews Sisters with Vico Schoen�s Orchestra 	Don�t Fence Me In
1945	1	The Andrews Sisters with Vic Schoen�s Orchestra 	Rum and Coca-Cola
1945	2	Johnny Mercer with the Pied Pipers & Paul Weston�s Orchestra 	Ac-Cent-Tchu-Ate the Positive
1945	3	Frankie Carle with Paul Allen 	A Little on the Lonely Side
1945	4	Les Brown with Doris Day 	My Dreams Are Getting Better All the Time
1945	5	Johnny Mercer with Joe Stafford, the Pied Pipers, & Paul Weston�s Orchestra 	Candy
1945	6	Harry James with Kitty Kallen 	I�m Beginning to See the Light
1945	7	Les Brown with Doris Day 	Sentimental Journey
1945	8	The Pied Pipers with Paul Weston�s Orchestra 	Dream (When You�re Feeling Blue)
1945	9	Vaughn Monroe with the Norton Sisters 	There! I�ve Said It Again
1945	10	Woody Herman 	Laura
1945	11	Johnny Mercer with the Pied Pipers & Paul Weston�s Orchestra 	On the Atchison, Topeka and Santa Fe
1945	12	Dick Haymes 	The More I See You
1945	13	Perry Como with Russell Case�s Orchestra 	Till the End of Time
1945	14	Dick Haymes with Helen Forrest & Victor Young�s Orchestra 	I�ll Buy That Dream
1945	15	Harry James with Kitty Kallen 	It�s Been a Long, Long Time
1945	16	Bing Crosby with Les Paul & His Trio 	It�s Been a Long, Long Time
1945	17	Sammy Kaye with Nancy Norman & Billy Williams 	Chickery Chick
1945	18	Dick Haymes with Victor Young�s Orchestra 	It Might As Well Be Spring
1945	19	Bing Crosby with Carmen Cavallaro 	I Can�t Begin to Tell You
1946	1	Freddy Martin with Clyde Rogers 	Symphony
1946	2	Vaughn Monroe with the Norton Sisters 	Let It Snow! Let It Snow! Let It Snow!
1946	3	Betty Hutton with Paul Weston�s Orchestra 	Doctor, Lawyer, Indian Chief
1946	4	Johnny Mercer with the Pied Pipers & Paul Weston�s Orchestra 	Personality
1946	5	Frankie Carle with Marjoie Hughes 	Oh! What It Seemed to Be
1946	6	Frank Sinatra with Axel Stordahl�s Orchestra 	Oh! What It Seemed to Be
1946	7	Sammy Kaye with Betty Barclay 	I�m a Big Girl Now
1946	8	Perry Como with Russ Case�s Orchestra 	Prisoner of Love
1946	9	Perry Como 	All Through the Day
1946	10	Dinah Shore with Sonny Burke�s Orchestra 	The Gypsy
1946	11	The Ink Spots 	The Gypsy
1946	12	Dinah Shore 	Laughing on the Outside, Crying on the Inside
1946	13	Frank Sinatra 	They Say It�s Wonderful
1946	14	Eddy Howard 	To Each His Own
1946	15	Freddy Martin with Stuart Wade 	To Each His Own
1946	16	The Ink Spots 	To Each His Own
1946	17	Perry Como with Russ Case�s Orchestra 	Surrender
1946	18	Frank Sinatra with Alex Stordahl�s Orchestra 	Five Minutes More
1946	19	Frankie Carle with Marjorie Hughes 	Rumors Are Flying
1946	20	Kay Kyser with Michael Doughlas & the Campus Kids 	Ole Buttermilk Sky
1946	21	Sammy Kaye with Billy Williams & Choir 	The Old Lamp-Lighter
1946	22	The Nat �King� Cole Trio 	I Love You for Sentimental Reasons
1947	1	Hoagy Carmichael with the Chickadees & Vic Schoen�s Orchestra 	Huggin� and Chalkin�
1947	2	Freddy Martin with Stuart Wade & Ensemble 	Managua, Nicaragua
1947	3	Count Basie with Harry Edison & Bill Johnson 	Open the Door, Richard!
1947	4	Johnny Mercer 	A Gal in Calico
1947	5	The Three Flames with Tiger Haynes 	Open the Door, Richard!
1947	6	Dinah Shore with Morris Stoloff�s Orchestra 	The Anniversary Song
1947	7	Ted Weems with Elmo Tanner 	Heartaches
1947	8	Ray Noble with Buddy Clark 	Linda
1947	9	Frank Sinatra with Axel Stordahl�s Orchestra 	Mam�selle
1947	10	Art Lund with Johnny Thompson�s Orchestra 	Mam�selle
1947	11	The Harmonicats 	Peg O� My Heart
1947	12	Buddy Clark with Mitchell Ayres� Orchestra 	Peg O� My Heart
1947	13	The Three Suns 	Peg O� My Heart
1947	14	Perry Como with the Satisfiers & Lloyd Shaffer�s Orchestra 	Chi-Baba Chi-Baba (My Bambino Go to Sleep)
1947	15	Red Ingle & the Natural Seven with Cinderella G. Stump & Jo Stafford 	Temptation (Tim-Tayshun)
1947	16	Eddy Howard 	I Wonder, I Wonder, I Wonder
1947	17	Tex Williams & His Wester Caravan 	Smoke! Smoke! Smoke! That Cigarette
1947	18	Frankie Laine 	That�s My Desire
1947	19	Francis Craig�s Orchestra with Bob Lamm 	Near You
1947	20	Perry Como with Ted Weems 	I Wonder Who�s Kissing Her Now
1947	21	Dorothy Shay 	Feudin� and Fightin�
1947	22	Vaughn Monroe 	I Wish I Didn�t Love You So
1947	23	Dinah Shore 	You Do
1947	24	Vaughn Monroe 	Ballerina
1947	25	Louis Prima 	Civilization (Bongo, Bongo, Bongo)
1947	26	Jack Owens with Eddie Bellantyne�s Orchestra 	How Soon Will I Be Seeing You?
1948	1	Arthur Godfrey 	Too Fat Polka (I Don�t Want Her, You Can Have Her, She's Too Fat for Me)
1948	2	Peggy Lee 	Golden Earrings
1948	3	Art Mooney 	I�m Looking Over a Four-Leaf Clover
1948	4	Bing Crosby with the Ken Darby Choir 	Now Is the Hour (Maori Farewell Song)
1948	5	Peggy Lee with Dave Barbour & the Brazilians 	Manana Is Soon Enough for Me
1948	6	Nat �King� Cole with Frank DeVol�s Orchestra 	Nature Boy
1948	7	Ken Griffin with Jerry Wayne 	You Can�t Be True, Dear
1948	8	Kay Kyser with Gloria Wood 	Woody Woodpecker
1948	9	Doris Day 	It�s Magic
1948	10	Al Trace with Bob Vincent 	You Call Everybody Darlin�
1948	11	Doris Day and Buddy Clark with George Siravo�s Orchestra 	Love Somebody
1948	12	Margaret Whiting 	A Tree in the Meadow
1948	13	Pee Wee Hunt 	Twelfth Street Rag
1948	14	Jon Steele & Sandra 	My Happiness
1948	15	Dinah Shore & Her Happy Valley Boys 	Buttons and Bows
1948	16	Spike Jones & His City Slickers with George Rock 	All I Want for Christmas Is My Two Front Teeth
1949	1	Kay Kyser with Harry Babbitt & Gloria Wood 	On a Slow Boat to China
1949	2	Evelyn Knight with the Stardusters 	A Little Bird Told Me
1949	3	Jo Stafford & Gordon MacRae with the Starlighters 	My Darling, My Darling
1949	4	Evelyn Knight with the Stardusters 	Powder Your Face with Sunshine (Smile! Smile! Smile!)
1949	5	Margaret Whiting 	Far Away Places
1949	6	Les Brown 	I�ve Got My Love to Keep Me Warm
1949	7	Blue Barron 	Cruising Down the River
1949	8	Russ Morgan with the Skylarks 	Cruising Down the River
1949	9	Mel Torm� with Sonny Burke�s Orchestra 	Careless Hands
1949	10	Perry Como with the Fontane Sisters & Mitchell Ayres� Orchestra 	A � You�re Adorable
1949	11	Russ Morgan with the Skylarks 	Forever and Ever (Fliege mit Mir in die Heimat)
1949	12	Vaughn Monroe 	Riders in the Sky (A Cowboy Legend)
1949	13	Doris Day & the Mellomen 	Again
1949	14	Perry Como with Mitchell Ayres� Orchestra 	Some Enchanted Evening
1949	15	Vic Damone with Glenn Osser�s Orchestra 	You�re Breaking My Heart
1949	16	Vaughn Monroe with the Moon Men 	Someday You�ll Want Me to Want You
1949	17	Sammy Kaye with Don Cornell 	A Room Full of Roses
1949	18	Frankie Laine with Judd Conlon�s Rhythmaires & Harry Geller�s Orchestra 	That Lucky Old Sun
1949	19	Margaret Whiting & Jimmy Wakely 	Slipping Around
1949	20	Gordon Jenkins with Betty Brewer 	Don�t Cry Joe (Let Her Go, Let Her Go, Let Her Go)
1949	21	Frankie Laine & the Muleskinners 	Mule Train
1949	22	The Andrews Sisters with Gordon Jenkins� Orchestra 	I Can Dream, Can�t I?
